"","SPCODE","SITE_ID","LENGTH_MM","TISSUE","BIOLOGICALS_COMMENTS","SCIENTIFIC_NAME","COMMON_NAME"
"1129",37038004,"N33.3",330,10082421,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1130",37038004,"N33.3",331,10082493,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1131",37038004,"N33.3",370,10082492,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1132",37038004,"N33.3",325,10081917,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1133",37038004,"N33.3",359,10082508,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1134",37038004,"N33.3",365,10082507,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1135",37038002,"N33.3",309,10082888,"(null)","Urolophus cruciatus","Banded Stingaree"
"1136",37264004,"N35.1",316,NA,"shot2","Zeus faber","John Dory"
"1137",37264004,"N35.1",169,NA,"(null)","Zeus faber","John Dory"
"1138",37264004,"N35.1",278,NA,"(null)","Zeus faber","John Dory"
"1139",37264004,"N35.1",188,NA,"(null)","Zeus faber","John Dory"
"1140",37264004,"N35.1",312,NA,"(null)","Zeus faber","John Dory"
"1141",37264004,"N35.1",185,NA,"(null)","Zeus faber","John Dory"
"1142",37445005,"N35.1",183,NA,"(null)","Seriolella brama","Blue Warehou"
"1143",37445005,"N35.1",180,NA,"(null)","Seriolella brama","Blue Warehou"
"1144",37445005,"N35.1",195,NA,"(null)","Seriolella brama","Blue Warehou"
"1145",37445005,"N35.1",174,NA,"(null)","Seriolella brama","Blue Warehou"
"1146",37445005,"N35.1",185,NA,"(null)","Seriolella brama","Blue Warehou"
"1147",37445005,"N35.1",194,NA,"(null)","Seriolella brama","Blue Warehou"
"1148",37445005,"N35.1",183,NA,"(null)","Seriolella brama","Blue Warehou"
"1149",37445005,"N35.1",178,NA,"(null)","Seriolella brama","Blue Warehou"
"1150",37445005,"N35.1",175,NA,"(null)","Seriolella brama","Blue Warehou"
"1151",37445005,"N35.1",181,NA,"(null)","Seriolella brama","Blue Warehou"
"1152",37465006,"N35.1",220,10083530,"(null)","Nelusetta ayraud","Ocean Jacket"
"1153",37264002,"N35.1",314,10083490,"(null)","Cyttus australis","Silver Dory"
"1154",37264002,"N35.1",331,10083518,"(null)","Cyttus australis","Silver Dory"
"1155",37264002,"N35.1",344,10083520,"(null)","Cyttus australis","Silver Dory"
"1156",37264002,"N35.1",302,10083487,"(null)","Cyttus australis","Silver Dory"
"1157",37264002,"N35.1",267,10083517,"(null)","Cyttus australis","Silver Dory"
"1158",37264002,"N35.1",291,10083525,"(null)","Cyttus australis","Silver Dory"
"1159",37264002,"N35.1",164,10083555,"(null)","Cyttus australis","Silver Dory"
"1160",37264002,"N35.1",167,10083495,"(null)","Cyttus australis","Silver Dory"
"1161",37038002,"N35.1",274,10083531,"(null)","Urolophus cruciatus","Banded Stingaree"
"1162",37296001,"N35.1",250,10083407,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1163",37296001,"N35.1",239,10083379,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1164",37296001,"N35.1",248,10084117,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1165",37296001,"N35.1",342,10084090,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1166",37296001,"N35.1",320,10083434,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1167",37296001,"N35.1",218,10084087,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1168",37296001,"N35.1",220,10083497,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1169",37296001,"N35.1",303,10083464,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1170",37296001,"N35.1",229,10083522,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1171",37296001,"N35.1",188,10083554,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1172",37228002,"N35.1",423,10083552,"(null)","Genypterus blacodes","Pink Ling"
"1173",37038001,"N35.1",405,10083465,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"1174",37038004,"N35.1",304,10083361,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1175",37038004,"N35.1",347,10083391,"pupps","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1176",37038004,"N35.1",356,10083364,"pupps","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1177",37038004,"N35.1",309,10083392,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1178",37038004,"N35.1",310,10083394,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1179",37038004,"N35.1",302,10083450,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1180",37038004,"N35.1",334,10083513,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1181",37038004,"N35.1",315,10083511,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1182",37038004,"N35.1",320,10083456,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1183",37439002,"N35.1",255,10083491,"(null)","Rexea solandri","Gemfish"
"1184",37439002,"N35.1",248,10083516,"(null)","Rexea solandri","Gemfish"
"1185",37439002,"N35.1",274,10083549,"(null)","Rexea solandri","Gemfish"
"1186",37445006,"N35.1",213,10083488,"(null)","Seriolella punctata","Silver Warehou"
"1187",37287001,"N35.1",211,10083437,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1188",37287001,"N35.1",210,10083410,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1189",37287001,"N35.1",161,10083363,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1190",37287001,"N35.1",158,10083438,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1191",37287001,"N35.1",155,10083420,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1192",37287001,"N35.1",158,10083423,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1193",37287001,"N35.1",126,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1194",37287001,"N35.1",153,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1195",37287001,"N35.1",129,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1196",37287001,"N35.1",191,10083402,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1197",37038903,"N35.1",312,10083395,"(null)","Urolophus spp.",NA
"1198",37038903,"N35.1",284,10083425,"(null)","Urolophus spp.",NA
"1199",37038903,"N35.1",295,10083430,"(null)","Urolophus spp.",NA
"1200",37445006,"N35.2",185,10083459,"(null)","Seriolella punctata","Silver Warehou"
"1201",37445006,"N35.2",190,10083590,"(null)","Seriolella punctata","Silver Warehou"
"1202",37445006,"N35.2",195,10083755,"(null)","Seriolella punctata","Silver Warehou"
"1203",37445006,"N35.2",290,10083759,"(null)","Seriolella punctata","Silver Warehou"
"1204",37445006,"N35.2",189,10083753,"(null)","Seriolella punctata","Silver Warehou"
"1205",37445006,"N35.2",195,10083752,"(null)","Seriolella punctata","Silver Warehou"
"1206",37445006,"N35.2",196,10083620,"(null)","Seriolella punctata","Silver Warehou"
"1207",37445006,"N35.2",199,10083787,"(null)","Seriolella punctata","Silver Warehou"
"1208",37445006,"N35.2",205,10083756,"(null)","Seriolella punctata","Silver Warehou"
"1209",37445006,"N35.2",192,10083729,"(null)","Seriolella punctata","Silver Warehou"
"1210",37445005,"N35.2",178,NA,"(null)","Seriolella brama","Blue Warehou"
"1211",37445005,"N35.2",194,NA,"(null)","Seriolella brama","Blue Warehou"
"1212",37445005,"N35.2",192,NA,"(null)","Seriolella brama","Blue Warehou"
"1213",37445005,"N35.2",190,NA,"(null)","Seriolella brama","Blue Warehou"
"1214",37445005,"N35.2",222,NA,"(null)","Seriolella brama","Blue Warehou"
"1215",37445005,"N35.2",198,NA,"(null)","Seriolella brama","Blue Warehou"
"1216",37445005,"N35.2",192,NA,"(null)","Seriolella brama","Blue Warehou"
"1217",37445005,"N35.2",186,NA,"(null)","Seriolella brama","Blue Warehou"
"1218",37445005,"N35.2",202,NA,"(null)","Seriolella brama","Blue Warehou"
"1219",37445005,"N35.2",191,NA,"(null)","Seriolella brama","Blue Warehou"
"1220",37287001,"N35.2",179,10083419,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1221",37287001,"N35.2",177,10083389,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1222",37287001,"N35.2",202,10083387,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1223",37287001,"N35.2",185,10083388,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1224",37287001,"N35.2",162,10083441,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1225",37287001,"N35.2",105,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1226",37287001,"N35.2",105,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1227",37287001,"N35.2",106,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1228",37287001,"N35.2",120,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1229",37287001,"N35.2",145,NA,"bagged whole","Helicolenus percoides","Reef Ocean Perch"
"1230",37038002,"N35.2",313,10083686,"(null)","Urolophus cruciatus","Banded Stingaree"
"1231",37038002,"N35.2",245,10083619,"(null)","Urolophus cruciatus","Banded Stingaree"
"1232",37296001,"N35.2",406,10083645,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1233",37296001,"N35.2",494,10083608,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1234",37296001,"N35.2",549,10083641,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1235",37296001,"N35.2",376,10083582,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1236",37296001,"N35.2",409,10083433,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1237",37296001,"N35.2",362,10083589,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1238",37296001,"N35.2",250,10083657,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1239",37296001,"N35.2",304,10083781,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1240",37296001,"N35.2",298,10083659,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1241",37296001,"N35.2",373,10083655,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1242",37439002,"N35.2",273,10083617,"(null)","Rexea solandri","Gemfish"
"1243",37439002,"N35.2",274,10083624,"(null)","Rexea solandri","Gemfish"
"1244",37439002,"N35.2",274,10083684,"(null)","Rexea solandri","Gemfish"
"1245",37439002,"N35.2",273,10083676,"(null)","Rexea solandri","Gemfish"
"1246",37439002,"N35.2",251,10083643,"(null)","Rexea solandri","Gemfish"
"1247",37439002,"N35.2",249,10083674,"(null)","Rexea solandri","Gemfish"
"1248",37439002,"N35.2",262,10083692,"(null)","Rexea solandri","Gemfish"
"1249",37439002,"N35.2",281,10083780,"(null)","Rexea solandri","Gemfish"
"1250",37439002,"N35.2",254,10083596,"(null)","Rexea solandri","Gemfish"
"1251",37439002,"N35.2",265,10083694,"(null)","Rexea solandri","Gemfish"
"1252",37228002,"N35.2",437,10083598,"(null)","Genypterus blacodes","Pink Ling"
"1253",37264002,"N35.2",158,NA,"whole fish","Cyttus australis","Silver Dory"
"1254",37264004,"N35.2",329,NA,"(null)","Zeus faber","John Dory"
"1255",37264004,"N35.2",142,NA,"(null)","Zeus faber","John Dory"
"1256",37038004,"N35.2",321,10083658,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1257",37038004,"N35.2",346,10083594,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1258",37038007,"N35.2",330,10083586,"(null)","Urolophus viridis","Greenback Stingaree"
"1259",37038007,"N35.2",288,10083672,"(null)","Urolophus viridis","Greenback Stingaree"
"1260",37038001,"N35.2",790,10083646,"(null)","Urolophus bucculentus","Sandyback Stingaree"
"1261",37439002,"N35.3",270,10084124,"(null)","Rexea solandri","Gemfish"
"1262",37439002,"N35.3",274,10084157,"(null)","Rexea solandri","Gemfish"
"1263",37439002,"N35.3",265,10084093,"(null)","Rexea solandri","Gemfish"
"1264",37439002,"N35.3",266,10084123,"(null)","Rexea solandri","Gemfish"
"1265",37439002,"N35.3",304,10084156,"(null)","Rexea solandri","Gemfish"
"1266",37439002,"N35.3",262,10084065,"(null)","Rexea solandri","Gemfish"
"1267",37439002,"N35.3",268,10084152,"(null)","Rexea solandri","Gemfish"
"1268",37439002,"N35.3",276,10084161,"(null)","Rexea solandri","Gemfish"
"1269",37439002,"N35.3",277,10084099,"(null)","Rexea solandri","Gemfish"
"1270",37439002,"N35.3",285,10084072,"(null)","Rexea solandri","Gemfish"
"1271",37258004,"N35.3",143,10083666,"(null)","Centroberyx gerrardi","Bight Redfish"
"1272",37258004,"N35.3",135,10083606,"(null)","Centroberyx gerrardi","Bight Redfish"
"1273",37258004,"N35.3",144,10083509,"(null)","Centroberyx gerrardi","Bight Redfish"
"1274",37258004,"N35.3",145,10083476,"(null)","Centroberyx gerrardi","Bight Redfish"
"1275",37258004,"N35.3",164,10083536,"(null)","Centroberyx gerrardi","Bight Redfish"
"1276",37258004,"N35.3",164,10084127,"(null)","Centroberyx gerrardi","Bight Redfish"
"1277",37258004,"N35.3",193,10083570,"(null)","Centroberyx gerrardi","Bight Redfish"
"1278",37258004,"N35.3",205,10083630,"(null)","Centroberyx gerrardi","Bight Redfish"
"1279",37258004,"N35.3",161,10083538,"(null)","Centroberyx gerrardi","Bight Redfish"
"1280",37258004,"N35.3",136,10083475,"(null)","Centroberyx gerrardi","Bight Redfish"
"1281",37287001,"N35.3",217,10084061,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1282",37287001,"N35.3",126,NA,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1283",37287001,"N35.3",101,NA,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1284",37287001,"N35.3",186,10084088,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1285",37287001,"N35.3",200,10084058,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1286",37287001,"N35.3",206,10082896,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1287",37287001,"N35.3",137,NA,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1288",37287001,"N35.3",208,10084109,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1289",37287001,"N35.3",172,10084169,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1290",37287001,"N35.3",126,NA,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1291",37445005,"N35.3",200,NA,"(null)","Seriolella brama","Blue Warehou"
"1292",37445005,"N35.3",195,NA,"no gonad undeveloped","Seriolella brama","Blue Warehou"
"1293",37445005,"N35.3",210,NA,"(null)","Seriolella brama","Blue Warehou"
"1294",37445005,"N35.3",195,NA,"(null)","Seriolella brama","Blue Warehou"
"1295",37445005,"N35.3",204,NA,"(null)","Seriolella brama","Blue Warehou"
"1296",37445005,"N35.3",193,NA,"(null)","Seriolella brama","Blue Warehou"
"1297",37445005,"N35.3",199,NA,"(null)","Seriolella brama","Blue Warehou"
"1298",37445005,"N35.3",201,NA,"(null)","Seriolella brama","Blue Warehou"
"1299",37445005,"N35.3",187,NA,"(null)","Seriolella brama","Blue Warehou"
"1300",37445005,"N35.3",204,NA,"(null)","Seriolella brama","Blue Warehou"
"1301",37445006,"N35.3",201,10083562,"(null)","Seriolella punctata","Silver Warehou"
"1302",37445006,"N35.3",216,10083529,"(null)","Seriolella punctata","Silver Warehou"
"1303",37445006,"N35.3",217,10083564,"(null)","Seriolella punctata","Silver Warehou"
"1304",37445006,"N35.3",206,10083665,"(null)","Seriolella punctata","Silver Warehou"
"1305",37445006,"N35.3",211,10083602,"(null)","Seriolella punctata","Silver Warehou"
"1306",37445006,"N35.3",209,10083574,"(null)","Seriolella punctata","Silver Warehou"
"1307",37445006,"N35.3",207,10083664,"(null)","Seriolella punctata","Silver Warehou"
"1308",37445006,"N35.3",202,10083631,"(null)","Seriolella punctata","Silver Warehou"
"1309",37445006,"N35.3",208,10083633,"(null)","Seriolella punctata","Silver Warehou"
"1310",37445006,"N35.3",207,10083601,"(null)","Seriolella punctata","Silver Warehou"
"1311",37296001,"N35.3",411,10084131,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1312",37296001,"N35.3",355,10084070,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1313",37296001,"N35.3",364,10084128,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1314",37296001,"N35.3",363,10083560,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1315",37296001,"N35.3",320,10084103,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1316",37296001,"N35.3",370,10084133,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1317",37296001,"N35.3",371,10084075,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1318",37296001,"N35.3",462,10084108,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1319",37296001,"N35.3",510,10084104,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1320",37296001,"N35.3",428,10084168,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1321",37038002,"N35.3",297,10083504,"(null)","Urolophus cruciatus","Banded Stingaree"
"1322",37038002,"N35.3",318,10083567,"(null)","Urolophus cruciatus","Banded Stingaree"
"1323",37038004,"N35.3",283,10083660,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1324",37038004,"N35.3",333,10083565,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1325",37038007,"N35.3",295,10083477,"(null)","Urolophus viridis","Greenback Stingaree"
"1326",37296001,"N37.1",460,10082302,"shot 3","Platycephalus richardsoni","Tiger Flathead"
"1327",37296001,"N37.1",462,10082339,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1328",37287001,"N37.1",290,10082338,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1329",37287001,"N37.1",234,10082304,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1330",37287001,"N37.1",227,10081409,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1331",37287001,"N37.1",242,10081379,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1332",37287001,"N37.1",231,10082460,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1333",37287001,"N37.1",197,10082321,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1334",37287001,"N37.1",168,10082296,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1335",37287001,"N37.1",156,10082323,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1336",37287001,"N37.1",137,10082430,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1337",37287001,"N37.1",111,10081331,"whole fish","Helicolenus percoides","Reef Ocean Perch"
"1338",37264004,"N37.1",370,NA,"(null)","Zeus faber","John Dory"
"1339",37264004,"N37.1",339,NA,"(null)","Zeus faber","John Dory"
"1340",37017001,"N37.1",503,10071135,"(null)","Mustelus antarcticus","Gummy Shark"
"1341",37038007,"N37.1",343,10082317,"(null)","Urolophus viridis","Greenback Stingaree"
"1342",37445006,"N37.1",242,10081347,"(null)","Seriolella punctata","Silver Warehou"
"1343",37445006,"N37.1",250,10082300,"(null)","Seriolella punctata","Silver Warehou"
"1344",37445006,"N37.1",197,10082337,"(null)","Seriolella punctata","Silver Warehou"
"1345",37445006,"N37.1",242,10082335,"(null)","Seriolella punctata","Silver Warehou"
"1346",37445006,"N37.1",239,10082291,"(null)","Seriolella punctata","Silver Warehou"
"1347",37445006,"N37.1",247,10082490,"(null)","Seriolella punctata","Silver Warehou"
"1348",37445006,"N37.1",256,10081891,"(null)","Seriolella punctata","Silver Warehou"
"1349",37445006,"N37.1",251,10082316,"(null)","Seriolella punctata","Silver Warehou"
"1350",37445006,"N37.1",207,10081496,"(null)","Seriolella punctata","Silver Warehou"
"1351",37445006,"N37.1",264,10081465,"(null)","Seriolella punctata","Silver Warehou"
"1352",37439002,"N37.1",322,10082327,"(null)","Rexea solandri","Gemfish"
"1353",37439002,"N37.1",261,10081376,"(null)","Rexea solandri","Gemfish"
"1354",37439002,"N37.1",269,10081356,"(null)","Rexea solandri","Gemfish"
"1355",37439002,"N37.1",296,10081375,"(null)","Rexea solandri","Gemfish"
"1356",37439002,"N37.1",311,10081406,"(null)","Rexea solandri","Gemfish"
"1357",37439002,"N37.1",292,10081337,"(null)","Rexea solandri","Gemfish"
"1358",37439002,"N37.1",274,10082297,"(null)","Rexea solandri","Gemfish"
"1359",37439002,"N37.1",293,10082298,"(null)","Rexea solandri","Gemfish"
"1360",37439002,"N37.1",240,10082328,"(null)","Rexea solandri","Gemfish"
"1361",37439002,"N37.1",248,10082294,"(null)","Rexea solandri","Gemfish"
"1362",37445006,"N37.2",259,10081083,"(null)","Seriolella punctata","Silver Warehou"
"1363",37445006,"N37.2",260,10081137,"(null)","Seriolella punctata","Silver Warehou"
"1364",37445006,"N37.2",255,10082483,"(null)","Seriolella punctata","Silver Warehou"
"1365",37439002,"N37.2",266,10081872,"(null)","Rexea solandri","Gemfish"
"1366",37439002,"N37.2",302,10082284,"(null)","Rexea solandri","Gemfish"
"1367",37439002,"N37.2",252,10081900,"(null)","Rexea solandri","Gemfish"
"1368",37439002,"N37.2",272,10081862,"(null)","Rexea solandri","Gemfish"
"1369",37439002,"N37.2",257,10081414,"(null)","Rexea solandri","Gemfish"
"1370",37439002,"N37.2",335,10081497,"(null)","Rexea solandri","Gemfish"
"1371",37439002,"N37.2",267,10081929,"(null)","Rexea solandri","Gemfish"
"1372",37439002,"N37.2",283,10081860,"(null)","Rexea solandri","Gemfish"
"1373",37264004,"N37.2",317,NA,"(null)","Zeus faber","John Dory"
"1374",37038004,"N37.2",333,10081928,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1375",37038004,"N37.2",382,10082292,"Female have pup","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1376",37038004,"N37.2",317,10081385,"(null)","Urolophus paucimaculatus","Sparsely-spotted Stingaree"
"1377",37287001,"N37.2",204,10081877,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1378",37287001,"N37.2",234,10082016,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1379",37287001,"N37.2",229,10081957,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1380",37287001,"N37.2",223,10081987,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1381",37287001,"N37.2",201,10081906,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1382",37287001,"N37.2",177,10081896,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1383",37287001,"N37.2",199,10081498,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1384",37287001,"N37.2",172,10081349,"(null)","Helicolenus percoides","Reef Ocean Perch"
"1385",37287001,"N37.2",168,10081875,"whole fish","Helicolenus percoides","Reef Ocean Perch"
"1386",37287001,"N37.2",155,10081936,"whole fish","Helicolenus percoides","Reef Ocean Perch"
"1387",37038007,"N37.2",312,10082449,"(null)","Urolophus viridis","Greenback Stingaree"
"1388",37038007,"N37.2",383,10081927,"(null)","Urolophus viridis","Greenback Stingaree"
"1389",37038903,"N37.2",146,10071107,"whole fish","Urolophus spp.",NA
"1390",37296001,"N37.2",434,10081197,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1391",37296001,"N37.2",452,10081988,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1392",37296001,"N37.2",405,10082282,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1393",37296001,"N37.2",487,10081304,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1394",37445006,"N37.2",273,10082283,"(null)","Seriolella punctata","Silver Warehou"
"1395",37445006,"N37.2",298,10081440,"(null)","Seriolella punctata","Silver Warehou"
"1396",37445006,"N37.2",280,10081868,"(null)","Seriolella punctata","Silver Warehou"
"1397",37445006,"N37.2",270,10081415,"(null)","Seriolella punctata","Silver Warehou"
"1398",37445006,"N37.2",277,10082512,"(null)","Seriolella punctata","Silver Warehou"
"1399",37445006,"N37.2",267,10082017,"(null)","Seriolella punctata","Silver Warehou"
"1400",37445006,"N37.2",267,10081160,"(null)","Seriolella punctata","Silver Warehou"
"1401",37445006,"N37.3",270,10081381,"(null)","Seriolella punctata","Silver Warehou"
"1402",37445006,"N37.3",239,10081404,"(null)","Seriolella punctata","Silver Warehou"
"1403",37445006,"N37.3",275,10081472,"(null)","Seriolella punctata","Silver Warehou"
"1404",37445006,"N37.3",263,10081494,"(null)","Seriolella punctata","Silver Warehou"
"1405",37445006,"N37.3",253,10082319,"(null)","Seriolella punctata","Silver Warehou"
"1406",37445006,"N37.3",285,10081433,"(null)","Seriolella punctata","Silver Warehou"
"1407",37445006,"N37.3",277,10081499,"(null)","Seriolella punctata","Silver Warehou"
"1408",37445006,"N37.3",261,10082290,"(null)","Seriolella punctata","Silver Warehou"
"1409",37445006,"N37.3",270,10081493,"(null)","Seriolella punctata","Silver Warehou"
"1410",37445006,"N37.3",227,10082514,"(null)","Seriolella punctata","Silver Warehou"
"1411",37296001,"N39.1",462,10082525,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1412",37296001,"N39.1",316,10082584,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1413",37296001,"N39.1",301,10082439,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1414",37296001,"N39.1",325,10082521,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1415",37296001,"N39.1",264,10083282,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1416",37296001,"N39.1",284,10083284,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1417",37296001,"N39.1",273,10083335,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1418",37296001,"N39.1",285,10083305,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1419",37296001,"N39.1",144,10083276,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1420",37296001,"N39.1",195,10083342,"(null)","Platycephalus richardsoni","Tiger Flathead"
"1421",37264004,"N39.1",162,NA,"(null)","Zeus faber","John Dory"
"1422",37264004,"N39.1",313,NA,"(null)","Zeus faber","John Dory"
"1423",37264004,"N39.1",150,NA,"(null)","Zeus faber","John Dory"
"1424",37264004,"N39.1",244,NA,"(null)","Zeus faber","John Dory"
"1425",37038014,"N39.1",522,10083328,"(null)","Trygonoptera imitata","Eastern Shovelnose Stingaree"
"1426",37264002,"N39.1",209,10083334,"(null)","Cyttus australis","Silver Dory"
"1427",37264002,"N39.1",159,10083271,"(null)","Cyttus australis","Silver Dory"
"1428",37264002,"N39.1",202,10083300,"(null)","Cyttus australis","Silver Dory"
"1429",37445005,"N39.1",199,10082605,"(null)","Seriolella brama","Blue Warehou"
"1430",37445005,"N39.1",196,10082599,"(null)","Seriolella brama","Blue Warehou"
"1431",37445005,"N39.1",198,10083189,"(null)","Seriolella brama","Blue Warehou"
"1432",37445005,"N39.1",181,10082522,"(null)","Seriolella brama","Blue Warehou"
"1433",37038002,"N39.1",288,10083273,"(null)","Urolophus cruciatus","Banded Stingaree"
"1434",37439002,"N39.1",238,10083295,"(null)","Rexea solandri","Gemfish"
"1435",37439002,"N39.1",266,10083357,"(null)","Rexea solandri","Gemfish"
"1436",37439002,"N39.1",248,10083350,"(null)","Rexea solandri","Gemfish"
"1437",37439002,"N39.1",268,10083323,"(null)","Rexea solandri","Gemfish"
"1438",37439002,"N39.1",256,10083355,"(null)","Rexea solandri","Gemfish"
"1439",37439002,"N39.1",262,10082571,"(null)","Rexea solandri","Gemfish"
"1440",37439002,"N39.1",249,10082602,"(null)","Rexea solandri","Gemfish"
"1441",37439002,"N39.1",258,10082576,"(null)","Rexea solandri","Gemfish"
"1442",37287001,"N39.1",132,NA,"BAGGED WHOLE","Helicolenus percoides","Reef Ocean Perch"
